,name,roaster,descriptor,price,weight,weight in g,weight in oz,location,roasternotes,blend_single,roastlevel,classification,flavornotes,extra
384,Mexico Sierra Sur,La Colombe,"We’re high on this bright, fragrant coffee that stands head and shoulders above others (its intense taste comes from high up in a Mexican mountain range).",16.0,12.0,340.1942774959533,12.0,"Philadelphia, PA",The effects of high altitudes give this coffee bright notes of rose and kiwi that we never imagined possible in a Mexican coffee.,Single Origins,Light-Medium Roast,Subtle & Delicate,"Complex with notes of Florals, Tropical Fruit and Nut","['Process', 'Washed', 'Sub Region', 'Sierra Sur', 'Varietal', 'Arabica', 'Elevation', '1700 - 1900']"
385,Black Velvet,Atomic,"That’s smooth. Is what you’ll say after a sip of this silky blend with an earthy, spicy finish that goes down easy.",14.0,12.0,340.1942774959533,12.0,"Salem, MA",A full-body blend of Honduras and Indonesia that yields a developed cup filled with notes of earthy spice with a syrup finish.,Blends,Medium-Dark Roast,Comforting & Rich,Nostalgic with hints of Roastiness and Spice,"['Process', 'Washed', 'Varietal', 'Bourbon, Typica, Catuai, Caturra', 'Elevation', '1300']"
386,Ethiopia Kochere,Atomic,"What keeps us coming back to coffees from this region? Case-in-point: this one, with citrus acidity and spicy accents—bold flavor in an otherwise delicate cup.",16.5,12.0,340.1942774959533,12.0,"Salem, MA","A classic example of a Yirgacheffe profile. Flavors of peach, citrus, black tea, and floral notes are pronounced throughout this delicate cup.",Single Origins,Light Roast,Subtle & Delicate,"Complex with notes of Florals, Ripe Fruit and Citrus","['Process', 'Washed', 'Sub Region', 'Kochere', 'Varietal', 'Heirloom varietals', 'Elevation', '1800 - 2000']"
387,Colombia El Meridiano,Dogwood,"This coffee is named for a lake visible only from a plane. But we are 20/20 on what makes it a winning roast: It’s full of complex, sweet taste.",18.0,12.0,340.1942774959533,12.0,"Minneapolis, MN","The ASOCEAS (Asociacion de Productores de Café Especial del Alto Saldana) has named this coffee El Meridiano after a nearby remote mountain lake, visible only from a plane. ASOCEAS is comprised of 58 producers that are located in a very secluded part of Tolima, Colombia. We have purchased this coffee since 2011 and it is always a favorite! Intensely sweet, this coffee has a distinct melon flavor and jammy complexity.",Single Origins,Medium Roast,Chocolaty & Sweet,A classic expression of Colombia with hints of Ripe Fruit and Brown Sugar,"['Process', 'Washed', 'Sub Region', 'Tolima', 'Producer', '58 families', 'Harvest Time', 'December 2017', 'Varietal', 'Caturra, Colombia, Typica', 'Elevation', '1500 - 1900']"
388,Petunias,Revelator,"With notes of cherry and chocolate, this coffee is harmony in a cup. We have yet to find anyone who questions its sweet, velvety deliciousness",15.0,12.0,340.1942774959533,12.0,"Birmingham, AL","Notes of fresh red cherry, toasted mixed nuts and sweet cocoa. Smooth and velvety body with a resonant finish. Easy to drink.",Blends,Medium Roast,Balanced & Fruity,"Hints of Milk Chocolate, Brown Sugar and Berry Fruit","['Process', 'Washed, Natural/Dry Processed', 'Varietal', 'Caturra']"
389,"El Guamo, Colombia",Ritual,"Bright and effervescent, chock-full of tropical fruit notes. This would make one heck of an iced coffee - summer vibes, anyone?",24.25,12.0,340.1942774959533,12.0,"San Francisco, CA","This coﬀee is picked and then depulped and allowed to ferment for several hours. After rinsing away the re-maining mucilage, the coﬀee is spread out on parabolic-covered mesh platforms. The covering protects the coﬀee from intermittent rains and insulates against dramatic swings in temperature.",Single Origins,Light-Medium Roast,Citrusy & Tart,"Acid forward with hints of Tropical Fruit, Berry Fruit and Sweet Vanilla","['Process', 'Washed', 'Sub Region', 'Huila', 'Producer', 'Benedicto Yara', 'Harvest Time', 'Winter 2017', 'Varietal', 'Caturra', 'Elevation', '1780 - 1980']"
390,Ethiopia Reko,Madcap,"Get ready to be swept off your feet - gently and gracefully. Delicate floral aromatics, soft citrus acidity and a bit of ginger spice make a perfect cup for a summer afternoon.",18.0,12.0,340.1942774959533,12.0,"Grand Rapids, MI","A very clean, open coffee with layers of light citrus, ginger, tea, and flowers.",Single Origins,Light-Medium Roast,Subtle & Delicate,"Complex with notes of Citrus, Florals and Tropical Fruit","['Process', 'Washed', 'Sub Region', 'Kochere, Yirgacheffe', 'Producer', 'Reko Washing Station', 'Harvest Time', 'November 2017 - January 2018', 'Varietal', 'Heirloom', 'Elevation', '1850 - 2100']"
391,Novo Decaf,Novo,"This is simply a good cup of coffee, minus the jolt. For the coffee lover with a late-night habit, or who needs to cut back on caffeine: we've got you covered with this one.",16.0,12.0,340.1942774959533,12.0,"Denver, CO",This flavorful decaf coffee is an excellent alternative for the coffee lover who does not want to sacrifice flavor but needs to cut back on the caffeine!,Blends,Medium Roast,Sweet & Smooth,A traditional base with hints of Brown Sugar and Milk Chocolate,"['Process', 'Washed', 'Sub Region', 'Veracruz', 'Harvest Time', 'November 2017- February 2018']"
392,Burundi Gacokwe,Quills,"Sip on this sweet-tart brew - it's as fun to say as it is to drink. Crisp berry acidity and nutty, brown sugar sweetness round out this bright coffee.",19.0,12.0,340.1942774959533,12.0,"Louisville, KY","Around 2,000 coffee producers contribute to the Gacokwe Washing Station, located in the country’s Kayanza Province. Burundi is a trove of versatile, complex coffees, and we are excited to present this captivating representative. A slice of rhubarb pie in a cup.",Single Origins,Medium Roast,Sweet & Tart,none,"['Process', 'Washed', 'Sub Region', 'Rango, Kayanza', 'Harvest Time', 'Apr-Jun 17', 'Varietal', 'Bourbon, Mibirizi', 'Elevation', '1650 - 1650']"
393,Primo's,DOMA,"A signature blend from DOMA, this coffee is approachable for any brew method. Perfectly balanced acidity and sweetness, molasses and cherry flavors are refined and delightful.",15.65,12.0,340.1942774959533,12.0,"Post Falls, ID","Primo’s was one of the first blends we developed many years ago and we continue to refine it. Works well in both drip and espresso applications. Aromas of nutmeg, flavors of molasses and cherry, aftertastes of granola and vanilla, a mild acidity, a rich body and a balanced sweetness.",Blends,Medium Roast,Sweet & Smooth,A traditional base with hints of Brown Sugar and Ripe Fruit,"['Process', 'Natural/Dry Processed', 'Varietal', 'Bourbon', 'Elevation', '1200']"
394,Thriller,Gimme!,Take the monotony out of any morning with this unique blend of of fruity flavors. There’s a little thrill with every last sip.,16.0,12.0,340.1942774959533,12.0,"Ithaca, NY","A rush of high fruit notes followed by a finish of heavy dark chocolate creates a wild ride with the perfect balance to make you crave another cup. Thriller – no mere mortal can resist. Each blend starts with a flavor idea. The coffee team takes this idea into the cupping room, where they combine our rotating stock of fresh crop single-origin coffees and our roasters' expertise to build a unique blend that is greater than the sum of its parts.",Blends,Medium Roast,Balanced & Fruity,"Hints of Brown Sugar, Ripe Fruit and Nut","['Process', 'Washed', 'Varietal', 'Bourbon, SL28, SL34, Linie S795, Jember']"
395,La Tortuga Honduras,Intelligentsia,Maple sweetness gets electrified with tart tamarind and juicy notes of melon - we're calling this one a must-sip.,19.0,12.0,340.1942774959533,12.0,"Chicago, IL","Don Fabio Caballero has anchored our La Tortuga project since its inception 15 years ago, and continues to set the standard for Honduran coffee. Don Fabio’s first La Tortuga of the season tastes like maple, tamarind and canteloupe.",Single Origins,Light-Medium Roast,Chocolaty & Sweet,A classic expression of Honduras with hints of Brown Sugar and Spice,"['Process', 'Washed', 'Sub Region', 'Mogola, San Jose, Marcala', 'Producer', 'Fabio Antonio Caballero', 'Harvest Time', 'January - February 2018', 'Varietal', 'Catuai, Bourbon']"
396,"El Limonar, Guatemala",Highwire,A beautiful coffee from our favorite region to say out loud: Huehuetenango. Stone fruit sweetness and bright citrus acidity meet delicate spice notes in a lovely clean cup.,18.25,12.0,340.1942774959533,12.0,"Oakland, CA","Sourced from a family estate in the region of Huehuetenango, this coffee has notes of citrus, stone fruit and spice. Finca El Limonar is owned and operated by Hugo Chavez Mendez, a third generation coffee producer. Mendez continues the traditions passed down from his grandfather, Jose Olivia Chavez, who established the estate in the 1940's. An abundance of pristine spring water is used to power the mill and process this washed coffee.",Single Origins,Medium Roast,Citrusy & Tart,"Acid forward with hints of Citrus, Florals and Spice","['Process', 'Washed', 'Sub Region', 'Huehuetenango', 'Producer', 'Mendez', 'Harvest Time', 'October - March', 'Varietal', 'Arabica', 'Elevation', '1524 - 1850']"
397,"Chelelektu, Ethiopia",Novo,"A classic Ethiopian: bright acidity, honey and apricot sweetness, lovely floral aromatics.",18.5,12.0,340.1942774959533,12.0,"Denver, CO","Floral with honey sweet apricot acidity, this classic washed Ethiopian checks all the boxes.",Single Origins,Light-Medium Roast,Sweet & Tart,none,"['Process', 'Washed', 'Sub Region', 'Yirgacheffe', 'Producer', 'Smallholder Farms', 'Varietal', 'Heirloom']"
398,"Yosotatu Reserva, Mexico",Revelator,We're finding sweet berry juiciness and soothing botanical notes in this silky-smooth coffee.,19.0,12.0,340.1942774959533,12.0,"Birmingham, AL",Delicate berry & herbaceous tones paired with a smooth silky body.,Single Origins,Light-Medium Roast,Sweet & Tart,none,"['Process', 'Washed', 'Sub Region', 'Oaxaca', 'Varietal', 'Bourbon & Typica']"
399,Kenya AA Ruthagati,Anodyne,"Kenyan coffees have a reputation for bright, citrusy acidity, and this one's a great example. We're picking up notes of tropical fruit sweetness and splashy grapefruit acidity.",20.45,16.0,453.59236999460444,16.0,"Milwaukee, WI","The Ruthagati wet mill is located on the northwest side of Mt. Kenya and farmers have, on average, 150 coffee trees each. Red, ripe cherries are selectively handpicked and delivered for wet milling the same day.",Single Origins,Light Roast,Citrusy & Tart,"Acid forward with hints of Tropical Fruit, Sweet Vanilla and Citrus","['Process', 'Washed', 'Sub Region', 'Nyeri', 'Producer', ""Rutuma Farmer's Coop Society"", 'Harvest Time', 'March 2019', 'Varietal', 'SL 28, SL 34', 'Elevation', '1650 - 1700']"
400,Snow Leopard,Equator,This blend is a harmonizing of single origins: a vibrant and nuanced component from East Africa meets a chocolaty and balanced coffee from El Salvador.,18.0,12.0,340.1942774959533,12.0,"San Rafael, CA",Snow Leopard is a seasonal blend provides the opportunity to combine single origin coffees in unique ways. The latest rendition of the blend features a coffee from the Mzuzu Cooperative in northern Malawi. We then added SL-28 and Pacamara variety coffees from Finca Himalaya in El Salvador. This version of Snow Leopard will only be available as long as supplies of the component coffees last. This seasonally evolving blend is available on an ongoing basis.,Blends,Light-Medium Roast,Balanced & Fruity,"Hints of Citrus, Ripe Fruit and Milk Chocolate","['Process', 'Washed', 'Varietal', 'Various']"
401,Ethiopia Wuri,Kuma,Delicately floral and silky smooth. We're finding notes of ripe nectarine and jasmine in this singularly clean cup.,18.0,12.0,340.1942774959533,12.0,"Seattle, WA",If you look at some of our favorite coffees of all times over the past ten years many of them have come from Yirgacheffe. If you drill down a little further you'll see that many of those are from the Gedeb region of Yirgacheffe. This coffee has beautiful body and sweetness. The fruits within it lend itself to fleshy stone fruits and ripened sweet berries and juicy melons.,Single Origins,Light-Medium Roast,Sweet & Tart,none,"['Process', 'Washed', 'Sub Region', 'Gedeb', 'Producer', 'Small Producers', 'Harvest Time', 'January 2018', 'Varietal', 'Heirloom', 'Elevation', '1900 - 2100']"
402,Kenya Kiamugumo,Airship,"Sweet and slightly savory, with a cherry tomato-like acidity and refreshing lemongrass notes lingering in a syrupy body.",14.0,8.0,226.79618499730222,8.0,"Bentonville, AR","This coffee is big, sweet, and complex. Kenya is known for its complex and even sometimes savory coffee. This coffee comes from the New Ngariama Farmers Cooperative Society, which has about 1,500 contributing members.",Single Origins,Light-Medium Roast,Citrusy & Tart,"Acid forward with hints of Tropical Fruit, Sweet Vanilla and Citrus","['Process', 'Washed', 'Sub Region', 'Kiamugumo', 'Varietal', 'Sl 28, Sl 34', 'Elevation', '1500']"
