,name,blend_single,classification,price,weight,weight in g,weight in oz,flavornotes,descriptor,roaster,location,roastlevel,roasternotes,process,sub region,harvest time,elevation,producer,varietal
469,"Guji Uraga, Ethiopia",Single Origins,Chocolaty & Sweet,18.75,12.0,340.1942774959533,12.0,A classic expression of Ethiopia with hints of Citrus and Brown Sugar,"Sweet and citrusy, with a brown sugar sweetness that makes this one easy to drink all day long. We're loving the delicate florals that come out to play as the cup cools.",Highwire,"Oakland, CA",Medium Roast,"Guji Uraga comes to us from Southwestern Ethiopia. A group of about 600 smallholders come together at the washing station of Feku Jiberil to process their coffees. Whereas naturally processed coffees are more overtly fruity, this excellent washed example highlights the more delicate and floral qualities.",Process Washed,Sub Region Oromia,,Elevation 1650 - 1800,,Varietal Indigenous Heirloom Varieties
470,Stella Cometa Espresso Blend,Blends,Deep & Rich,14.0,12.0,340.1942774959533,12.0,none,"The mix of coffees making in this blend change seasonally, but it will always be Cuvee's first espresso. Amazing on its own or with your milk of choice, it's near impossible to go wrong with this coffee as your guiding light. (Formerly known as Meritage Espresso.)",Cuvee,"Austin, TX",Medium-Dark Roast,"Spanish for “North Star” or “Guiding Light” this Espresso Blend is our beacon for quality, craft, and product in one. It’s where we continually look to make sure we are steadfast in our commitment to produce the absolute best product possible. This blend of coffees from Central and South America include both washed and honeyed processing in order to create an espresso that combines body, sweetness, acidity and a clean aftertaste.",Process Washed Pulped Natural,,, Elevation 1150,,Varietal Yellow Catuai Yellow Bourbon Caturra Pache Pacas
471,Colombia,Single Origins,Bittersweet & Heavy,14.0,12.0,340.1942774959533,12.0,none,"Ah, the pristine balance of Colombian coffees: bright and sweet and slightly savory all at once. We're finding a juicy orange acidity that balances beautifully with a structured milk chocolate body. (Formerly known as Colombia Las Mingas.)",Cuvee,"Austin, TX",Light-Medium Roast,"This coffee comes from the southwestern part of Colombia in La Plata. The city itself is located about 1050 meters above sea level, with the surrounding foothills exceeding well over a mile high. A land of extremes, Colombia boasts a range in geography from snow-capped mountains to dense forests that make up the entire southern half of the country. Colombian coffee often shares a medium body, bright acidity, sweet cocoa aroma and notes of fruit and citrus.",Process Washed,Sub Region Huila,,Elevation 1900,,Varietal Caturra Colombia
472,Kenya Mount Kenya,Single Origins,Citrusy & Tart,18.0,12.0,340.1942774959533,12.0,"Acid forward with hints of Citrus, Brown Sugar and Berry Fruit","Bright and sweet, with a sweet tartness like lemon candy. This is a clean, yet dynamic cup, almost effervescent.",La Colombe,"Philadelphia, PA",Light-Medium Roast,"Baragwi Farmer's Cooperative Society is the largest farmer's cooperative in Kenya and also one of the oldest. The cooperative unites over 15,000 producers protecting their interests while maintaining quality. From these trailblazing producers comes this coffee grown on the southern slope of Mount Kenya.",Process Washed,Sub Region Kirinyaga County,Harvest Time March 2018,Elevation 1700 - 1800,,Varietal SL-28 SL-24 Ruiri-11
473,Costa Rica Francisco Ruiz,Single Origins,Subtle & Delicate,21.0,12.0,340.1942774959533,12.0,"Complex with notes of Ripe Fruit, Sweet Vanilla and Fresh Herb","Soft and delicate, like sipping tea from fine china. We're picking up subtle hints of nectarine and butterscotch in this subdued beauty.",Temple,"Sacramento, CA",Light-Medium Roast,"For nearly one hundred years, the Ruiz family has produced coffee and passed down invaluable knowledge from generation to generation. Today this expertise is employed to develop environmentally friendly practices without compromising their harvests. Their current goal is to reduce their annual carbon emissions to achieve total carbon neutrality. The Costa Rica Francisco Ruiz is the culmination of these practices and generational knowledge.",Process Honey,Sub Region Tambor ,,Elevation 1600,Producer Francisco Ruiz Bolaños & Jaime Ruiz Carmona,Varietal Caturra Catuai
474,Guatemala San Antonio,Single Origins,Chocolaty & Sweet,16.85,300.0,300.0,10.582188585,A classic expression of Guatemala with hints of Ripe Fruit and Brown Sugar,"Bright, splashy cherry acidity jumps right out at you, followed by a gorgeous toffee and raspberry sweetness to balance it all out.",Boxcar,"Boulder, CO",Light-Medium Roast,"Steep mountainsides throughout the farm reach up to 2,000m above sea level. The high altitude causes the coffee to grow slower, allowing the sugars in the fruit to develop more depth and complexity. The coffee is milled with precision at the family’s state-of-the-art facility on the outskirts of Huehuetenango.",,Sub Region Huehuetenango,"['Harvest', 'Time', '2018']",Elevation 2000,,
475,Bella Luna Decaf,Blends,Roasty & Smoky,16.2,12.0,340.1942774959533,12.0,"Classic, nostalgic, comforting flavors","Bold, dark, and classic, with chocolaty sweetness and a full-throttle body. Thing is, this fiery number is Swiss Water Process decaffeinated, so you can drink it whatever the hour.",DOMA,"Post Falls, ID",Medium-Dark Roast,"Chocolate aromas, toasted almond flavors, aftertastes of caramel, a muted acidity, a bold body and a muted sweetness.",Process Washed,Sub Region Chiapas,,,,Varietal Various
476,Colombia Cauca,Single Origins,Chocolaty & Sweet,17.0,12.0,340.1942774959533,12.0,A classic expression of Colombia with hints of Ripe Fruit and Brown Sugar,Bright apple acidity and buttery graham cracker sweetness earn this one a place at the top of the class.,Quills,"Louisville, KY",Light-Medium Roast,"We think that the terroir or soil, sun weather, and placement on the planet contribute largely to the flavor of these coffees, when they are picked ripe and handled properly. These coffees are selected by cup and then blended, like a Rhone wine or a local honey that comes many fields in a 4-mile radius.",Process Washed,Sub Region Cauca ,Harvest Time Jul-Sep 17 ,Elevation 1200 - 2100,,Varietal Castillo
477,Peru El Pino,Single Origins,Chocolaty & Sweet,19.0,12.0,340.1942774959533,12.0,A classic expression of Peru with hints of Citrus and Sweet Vanilla,"Sweet and clean, with a buttery-nutty sweetness and citrusy acidity that reminds of pecan shortbread dipped in orange marmalade.",Quills,"Louisville, KY",Light-Medium Roast,"As with many farms of Peru’s Cajamarca region, Finca El Pino is small, but far from lacking. Miguel Garcia grows a few different varieties in clay loam soil on 1-hectare of land. This coffee is picked and depulped the same day, fermented for 14-20 hours, and washed two or three times before being dried on raised beds for 7-10 days.",Process Washed,Sub Region Jaen Cajamarca,Harvest Time Aug-Oct 17,Elevation 1700 - 1700,Producer Miguel Garcia,Varietal Caturra Catimor Typica
478,Itzamná Guatemala,Single Origins,Sweet & Tart,18.0,12.0,340.1942774959533,12.0,none,"Smooth and bright, with a jammy plum and candied apple kind of vibe. This is a fantastic morning cup - exciting, but approachable.",Intelligentsia,"Chicago, IL",Light-Medium Roast,"LA MARAVILLA EDITION. Mauricio Rosales started Finca La Maravilla in 1997 with only three coffee plants and a dream. Today, the farm is among the most celebrated coffee estates in the storied growing region of Huehuetenango. Black Plum | Candied Apple | Mandarin",Process Washed,Sub Region Huehuetenango Guatemala,Harvest Time January - April 2018,,Producer Mauricio Rosales,Varietal Caturra Bourbon
479,El Salvador Santa Rosa Washed,Single Origins,Citrusy & Tart,19.5,12.0,340.1942774959533,12.0,"Acid forward with hints of Citrus, Nut and Ripe Fruit","Snappy-sweet blood orange acidity is front and center in this super clean cup, followed by a toasty-nutty pecan sweetness. Perfectly autumnal.",Onyx,"Fayetteville, AR",Light-Medium Roast,"Finca Santa Rosa is in the northern Chalatenango mountains of El Salvador and owned by our good friend Jorge Raul Rivera. They exclusively grow the Pacamara variety and specialize in unique harvesting and processing techniques. Complexity is the story with this coffee. When drinking this coffee, you will immediately taste sweet red apple and dark, sweet citrus fruits such as blood orange. It finishes with toasted pecan and comforting chocolate.",Process Washed,Sub Region Chalatenango,,Elevation 1800 - 1850,Producer Jorge Raul Rivera,Varietal Pacamara 
480,"El Molino, El Salvador",Single Origins,Funky & Fruity,17.5,12.0,340.1942774959533,12.0,none,"Lush and full - almost sticky - this one is full of dried apricot and peach sweetness, with notes of butterscotch and rum.",Irving Farm,"New York, NY",Medium Roast,The Salaverria family has been producing exceptional coffee in the western region of El Salvador for almost a century. Their farms were pioneers in using the natural processing method in Central America. We have been buying coffee from the Salaverria family since 2011.,Process Natural/Dry Processed,,,,Producer The Salaverria family,Varietal Bourbon
481,"Capucas, Honduras",Single Origins,Citrusy & Tart,14.5,12.0,340.1942774959533,12.0,"Acid forward with hints of Tropical Fruit, Nut and Citrus","Bright, sunny, and tropical, with shining pineapple acidity and nougat sweetness shot through with herbaceous lemongrass notes.",Irving Farm,"New York, NY",Light-Medium Roast,"Las Capucas is a coffee cooperative in the Honduran state of Copan. Support them with us by enjoying their delicate, sweet, organic coffee with notes that reflect its tropical roots. We have been buying from Capucas since 2011. This coffee is certified Organic by Natural Food Certifiers.",Process Washed,Sub Region Copan,,,Producer Las Capucas,Varietal Caturra Bourbon Catuai Pacas
482,Decaf Ethiopia Moredocofe Organic,Single Origins,Chocolaty & Sweet,18.95,12.0,340.1942774959533,12.0,A classic expression of Ethiopia with hints of Milk Chocolate and Spice,"Sweet, spicy, and totally classic - this decaf beauty is smooth and chocolaty, with a juicy tangerine acidity and a hint of baking spices.",Equator,"San Rafael, CA",Medium Roast,"Sweet and spicy with flavors of tangerine, clove and milk chocolate",Process Washed,Sub Region Sidamo Guji Zone,,Elevation 6000 - 6500,Producer Ato Haile Gebre,Varietal Local Heirloom Varieties
486,"Miramundo, Guatemala",Single Origins,Subtle & Delicate,17.0,12.0,340.1942774959533,12.0,"Complex with notes of Tropical Fruit, Sweet Vanilla and Brown Sugar","Soft and subtle, silky-smooth, with a gentle tropical fruit acidity and delicate vanilla sweetness.",Revelator,"Birmingham, AL",Light-Medium Roast,"Notes of dried and preserved dark fruit with a little citrus lift. Undertones of chocolate, brown sugar, and baking spice.",Process Washed,Sub Region Santa Rosa,,,,Varietal Bourbon & Typica
487,"Pulcal, Guatemala",Single Origins,Chocolaty & Sweet,17.0,12.0,340.1942774959533,12.0,A classic expression of Guatemala with hints of Milk Chocolate and Berry Fruit,Summery fruity acidity meets cold-weather chocolaty richness in this cup-for-all-seasons. We're digging the ripe cherry and fudgy-sweet balance in this silky cup.,Revelator,"Birmingham, AL",Light-Medium Roast,"Stone fruit forward profile. Notes of apricot, cherry, and mango complemented by rich tones of sweet fudge and a silky body.",Process Washed,Sub Region Antigua,,,,Varietal Bourbon & Typica
488,Wildcat,Blends,Sweet & Smooth,17.0,12.0,340.1942774959533,12.0,A traditional base with hints of Florals and Citrus,"Juicy and citrusy, with a brown-sugar sweetness and a spicy bite. Kitty's got claws!",Revelator,"Birmingham, AL",Light-Medium Roast,"Peach, apricot, nectarine, and cherry. Sweet orange and bergamot. Juicy and bright with a bit of brown sugar on the finish. Fun and punchy profile to carry us through the last heatwaves of summer.",Process Washed,,,,,Varietal Heirloom
489,Kenya Gathaithi,Single Origins,Citrusy & Tart,22.0,12.0,340.1942774959533,12.0,"Acid forward with hints of Tropical Fruit, Berry Fruit and Citrus","Bright, bold, and sticky-sweet, this beauty is not for the timid coffee drinker. Lemony-sweet acidity is the star of this show, with notes of tart cranberries and sweet tropical fruits.",Kuma,"Seattle, WA",Light-Medium Roast,"The Gathaithi AA was our highest scoring Kenyan arrival this year. It has boisterous amounts of red, popping, high acidity fruits. The sweetness reminds us of cane sugar and sugary sweet fruit punch juice. The acidity also leans on the sweet side like fresh lemon curd and cranberry cocktail. This coffee ranks among the top fest best Kenyans we've carried at Kuma over the past 11 years of roasting. We think you'll be pleased as punch with this one.",Process Washed,Sub Region Nyeri,Harvest Time January 2018,Elevation 1700 - 1700,,Varietal SL-28 & SL-32
